,Unnamed: 0,intersect,obs,forecast,date,level_0,index,x,y,case,fcsthr,met_x,met_y,interest,area,bound_dist,percentile_90,centroid_dist,length,julian_date,real_date,ddif
792,1835,923.0,2438.0,1595.0,20010106_000000,630,1078,-151.8499,37.57892,F001,1440000.0,112.6004,510.31568,0.93,0.64709,0.0,775.29233,9.6463,81.96276,6,2001-01-06,15 days
793,1839,-999.0,-999.0,-999.0,20010110_000000,1496,160,-131.92288,33.04482,F001,1440000.0,192.30846,492.17929,,,,746.72296,,75.76507,10,,
794,1840,-999.0,-999.0,-999.0,20010111_000000,633,633,-156.85117,39.18132,F001,1440000.0,92.59533,516.72529,0.98447,0.90137,0.0,949.00365,3.78941,72.99202,11,,
795,1843,-999.0,-999.0,-999.0,20010114_000000,635,635,-151.93158,45.68171,F001,1440000.0,112.27367,542.72682,0.82446,0.65129,0.0,839.82723,23.59505,106.99459,14,,
796,1846,875.0,2507.0,2810.0,20010117_000000,636,1085,-145.32136,37.13244,F001,1440000.0,138.71457,508.52975,0.82524,0.48943,0.0,1088.60626,21.38009,124.52761,17,2001-01-17,5 days
797,1847,405.0,1658.0,1010.0,20010118_000000,637,637,-139.95485,35.18204,F001,1440000.0,160.18059,500.72815,0.87647,0.24173,0.0,681.0281,12.60752,107.81034,18,,
798,1850,-999.0,-999.0,-999.0,20010121_000000,638,1087,-150.86797,33.6746,F001,1440000.0,116.5281,494.69839,0.78791,0.70302,0.0,714.47115,20.66648,93.37505,21,2001-01-21,4 days
799,1851,610.0,787.0,1457.0,20010122_000000,639,639,-145.48907,34.96205,F001,1440000.0,138.0437,499.84821,0.91622,0.9784,0.0,785.33085,7.3566,94.6819,22,,
801,1857,-999.0,-999.0,-999.0,20010128_000000,1499,163,-132.19568,46.13986,F001,1440000.0,191.21729,544.55942,,,,678.11445,,80.06241,28,,
802,1859,970.0,-999.0,1313.0,20010130_000000,642,1094,-150.87192,41.62338,F001,1440000.0,116.51231,526.49352,0.81846,0.40738,0.0,805.86707,19.98631,93.44008,30,2001-01-30,4 days
803,1860,-999.0,-999.0,-999.0,20010131_000000,643,643,-143.70793,45.25305,F001,1440000.0,145.16828,541.0122,0.90712,0.56586,0.0,863.70259,12.07962,128.89266,31,,
804,1861,2080.0,2681.0,3790.0,20010201_000000,644,644,-141.48033,40.03413,F001,1440000.0,154.07868,520.13652,0.83885,0.68109,0.0,850.30512,19.58057,131.496,32,,
805,1862,906.0,1267.0,1641.0,20010202_000000,645,645,-130.8505,43.5029,F001,1440000.0,196.59801,534.0116,0.98328,0.5959,0.0,820.5602,3.53236,96.93435,33,,
806,1863,-999.0,-999.0,-999.0,20010203_000000,1981,288,-142.25589,35.72548,O001,1440000.0,150.97643,502.9019,,,,925.128,,81.82187,34,,
807,1864,-999.0,-999.0,-999.0,20010204_000000,1500,164,-146.04076,41.48714,F001,1440000.0,135.83696,525.94856,,,,923.10604,,82.70205,35,,
809,1873,307.0,739.0,557.0,20010213_000000,646,646,-148.9873,39.91921,F001,1440000.0,124.05081,519.67683,0.75884,0.12991,0.0,803.66936,19.18471,76.53843,44,,
810,1882,-999.0,-999.0,-999.0,20010222_000000,1983,1102,-155.42851,35.0129,O001,1440000.0,98.28596,500.05161,,,,873.51295,,56.35375,53,2001-02-22,10 days
811,1883,995.0,1255.0,1375.0,20010223_000000,647,647,-153.8141,33.4233,F001,1440000.0,104.74361,493.69318,0.8493,0.49402,0.0,836.01821,16.67783,72.39748,54,,
812,1886,-999.0,-999.0,-999.0,20010226_000000,1984,1104,-150.10444,45.38535,O001,1440000.0,119.58223,541.54142,,,,665.31929,,85.34168,57,2001-02-26,4 days
813,1887,2134.0,3525.0,2909.0,20010227_000000,648,648,-146.92037,47.72413,F001,1440000.0,132.31854,550.89652,0.97478,0.77759,0.0,1049.67067,4.68794,129.18617,58,,
814,1893,-999.0,-999.0,-999.0,20010305_000000,1501,1106,-150.8191,43.72524,F001,1440000.0,116.72361,534.90098,,,,671.74319,,70.27581,64,2001-03-05,7 days
815,1894,-999.0,-999.0,-999.0,20010306_000000,1985,292,-149.4059,39.30056,O001,1440000.0,122.3764,517.20225,,,,804.80763,,62.31095,65,,
816,1897,416.0,1259.0,1159.0,20010309_000000,649,1108,-152.86441,49.08525,F001,1440000.0,108.54235,556.34101,0.86065,0.2269,0.0,670.15377,14.10798,95.65729,68,2001-03-09,4 days
818,1904,2166.0,2722.0,2520.0,20010316_000000,651,651,-155.72027,42.56286,F001,1440000.0,97.11894,530.25145,0.80555,0.6408,0.0,1018.81479,25.16934,60.5022,75,,
819,1905,1285.0,2145.0,2622.0,20010317_000000,652,1112,-143.82605,43.53875,F001,1440000.0,144.69579,534.15502,0.92851,0.59884,0.0,791.46348,9.09474,106.03058,76,2001-03-17,6 days
821,1912,-999.0,-999.0,-999.0,20010324_000000,1988,295,-132.28372,38.19179,O001,1440000.0,190.86511,512.76714,,,,714.99339,,81.76886,83,,
822,1914,-999.0,-999.0,-999.0,20010326_000000,1502,1115,-149.85705,34.5971,F001,1440000.0,120.57178,498.38839,,,,824.77283,,102.11819,85,2001-03-26,9 days
823,1919,-999.0,-999.0,-999.0,20010331_000000,1503,167,-150.76447,38.7162,F001,1440000.0,116.94211,514.8648,,,,756.15941,,106.68963,90,,
824,1925,-999.0,-999.0,-999.0,20011207_000000,1990,297,-150.42376,43.04138,O001,1440000.0,118.30495,532.16551,,,,723.73224,,84.32535,341,,
825,1926,-999.0,-999.0,-999.0,20011208_000000,1991,298,-133.98037,47.60845,O001,1440000.0,184.07853,550.43381,,,,720.21738,,82.79994,342,,
826,1927,-999.0,-999.0,-999.0,20011209_000000,656,1123,-154.30389,48.85598,F001,1440000.0,102.78445,555.42391,0.93319,0.68977,0.0,787.87965,9.44623,67.24454,343,2001-12-09,254 days
827,1930,1173.0,1512.0,2207.0,20011212_000000,658,658,-150.34262,44.52387,F001,1440000.0,118.62953,538.09549,0.94798,0.5198,0.0,721.01234,6.41025,102.01794,346,,
828,1932,-999.0,-999.0,-999.0,20011214_000000,659,659,-133.87972,39.12706,F001,1440000.0,184.48113,516.50825,0.86808,0.5563,0.0,636.93538,17.1939,82.07931,348,,
829,1933,-999.0,-999.0,-999.0,20011215_000000,660,660,-150.4156,44.25195,F001,1440000.0,118.33761,537.00781,0.88181,0.58074,0.0,928.94569,14.46328,95.39667,349,,
830,1934,862.0,1856.0,1024.0,20011216_000000,661,661,-137.42224,45.46881,F001,1440000.0,170.31105,541.87522,0.88033,0.48798,0.0,742.58326,15.36753,93.59817,350,,
831,1935,-999.0,-999.0,-999.0,20011217_000000,1992,299,-126.16485,42.15909,O001,1440000.0,215.34061,528.63636,,,,772.6406,,67.8624,351,,
832,1936,-999.0,-999.0,-999.0,20011218_000000,1993,300,-143.63329,39.42327,O001,1440000.0,145.46686,517.69308,,,,628.13921,,76.39804,352,,
834,1940,-999.0,-999.0,-999.0,20011222_000000,1505,169,-152.38922,36.17595,F001,1440000.0,110.44311,504.70379,,,,930.5483,,90.40783,356,,
835,1941,1066.0,2041.0,1874.0,20011223_000000,662,1134,-137.81439,40.63893,F001,1440000.0,168.74244,522.55572,0.82254,0.4488,0.0,940.61488,28.26996,149.65371,357,2001-12-23,12 days
836,1942,399.0,1770.0,1206.0,20011224_000000,663,663,-134.54036,38.31771,F001,1440000.0,181.83854,513.27083,0.83243,0.24324,0.0,753.33172,23.78987,96.53867,358,,
837,1948,2796.0,3065.0,3725.0,20011230_000000,667,667,-136.44077,33.87596,F001,1440000.0,174.23691,495.50385,0.85787,0.66982,0.0,1001.97386,18.17892,161.69282,364,,
838,1949,2139.0,2916.0,3628.0,20011231_000000,668,668,-125.2118,40.71256,F001,1440000.0,219.1528,522.85023,0.82593,0.44818,0.0,852.58497,22.67264,85.09089,365,,
839,1950,3617.0,4168.0,4872.0,20020101_000000,669,669,-136.45147,31.70326,F001,1440000.0,174.1941,486.81304,0.92367,0.70347,0.0,799.63285,6.90653,93.77233,1,,
840,1951,1351.0,1894.0,3063.0,20020102_000000,670,670,-128.41485,37.62608,F001,1440000.0,206.34059,510.50431,0.93177,0.67212,0.0,964.74665,8.84191,117.51445,2,,
841,1952,274.0,1250.0,547.0,20020103_000000,671,671,-152.11492,28.01433,F001,1440000.0,111.54033,472.05734,0.9557,0.70011,0.0,746.83225,6.41077,69.07801,3,,
842,1953,1312.0,2621.0,1851.0,20020104_000000,672,672,-137.04297,34.6845,F001,1440000.0,171.82812,498.73798,0.87706,0.64738,0.0,798.80208,14.90376,60.3465,4,,
843,1954,2294.0,3161.0,2542.0,20020105_000000,673,673,-136.70402,45.93945,F001,1440000.0,173.18394,543.75782,0.95541,0.47171,0.0,691.9846,6.98902,106.4036,5,,
844,1955,4290.0,6549.0,6090.0,20020106_000000,674,1146,-142.09207,36.09954,F001,1440000.0,151.63171,504.39816,0.94914,0.7308,0.0,1157.30639,6.97238,167.83861,6,2002-01-06,10 days
845,1956,3385.0,4811.0,4455.0,20020107_000000,675,675,-136.31624,39.28078,F001,1440000.0,174.73504,517.12313,0.93942,0.68521,0.0,1099.57795,8.78434,167.39653,7,,
846,1958,1875.0,2890.0,3352.0,20020109_000000,677,677,-147.80839,39.64701,F001,1440000.0,128.76643,518.58806,0.95657,0.82252,0.0,847.33613,6.81199,144.81104,9,,
848,1966,1386.0,1885.0,2665.0,20020117_000000,681,681,-155.40568,44.44418,F001,1440000.0,98.37729,537.77674,0.87651,0.5008,0.0,1058.91689,16.01963,112.01863,17,,
849,1970,-999.0,-999.0,-999.0,20020121_000000,1506,170,-142.93466,46.85795,F001,1440000.0,148.26136,547.43182,,,,612.022,,100.12829,21,,
850,1971,-999.0,-999.0,-999.0,20020122_000000,1997,304,-154.16838,45.8194,O001,1440000.0,103.32649,543.27761,,,,663.6984,,58.54682,22,,
851,1972,-999.0,-999.0,-999.0,20020123_000000,1507,171,-151.85045,26.2197,F001,1440000.0,112.5982,464.87879,,,,737.27158,,61.27866,23,,
852,1973,-999.0,-999.0,-999.0,20020124_000000,1508,172,-151.12317,35.73443,F001,1440000.0,115.50731,502.93771,,,,661.10893,,87.13605,24,,
853,1974,-999.0,-999.0,-999.0,20020125_000000,1509,173,-132.22613,42.97252,F001,1440000.0,191.09547,531.89007,,,,766.76103,,73.79953,25,,
854,1975,-999.0,-999.0,-999.0,20020126_000000,1510,174,-129.41991,37.87275,F001,1440000.0,202.32036,511.49102,,,,775.03833,,69.3106,26,,
855,1981,-999.0,-999.0,-999.0,20020201_000000,1511,175,-154.0316,41.52715,F001,1440000.0,103.87358,526.10859,,,,715.83963,,56.61727,32,,
856,1983,651.0,1034.0,1812.0,20020203_000000,682,682,-151.63927,34.78863,F001,1440000.0,113.44291,499.15453,0.96767,0.60398,0.0,674.18001,5.52637,70.31733,34,,
857,1984,1182.0,1848.0,1759.0,20020204_000000,683,1164,-133.86181,40.35404,F001,1440000.0,184.55277,521.41617,0.80198,0.22565,0.0,744.55402,26.09181,117.39128,35,2002-02-04,19 days
859,1988,-999.0,-999.0,-999.0,20020208_000000,684,684,-149.40755,35.66819,F001,1440000.0,122.3698,502.67274,0.8285,0.60481,0.0,885.4237,22.33812,103.45082,39,,
860,1994,-999.0,-999.0,-999.0,20020214_000000,1512,1168,-146.39278,43.27949,F001,1440000.0,134.42888,533.11794,,,,679.87776,,130.2159,45,2002-02-14,7 days
861,1998,1527.0,1971.0,2777.0,20020218_000000,686,686,-151.15862,41.96196,F001,1440000.0,115.36554,527.84785,0.85989,0.68189,0.0,848.47982,17.7751,88.92199,49,,
862,2002,-999.0,-999.0,-999.0,20020222_000000,690,690,-132.55166,36.2457,F001,1440000.0,189.79337,504.98278,0.84301,0.73354,0.0,785.45493,20.27887,127.25107,53,,
863,2006,-999.0,-999.0,-999.0,20020226_000000,2000,1176,-153.74025,46.61866,O001,1440000.0,105.03901,546.47464,,,,656.33165,,58.98397,57,2002-02-26,5 days
864,2008,206.0,506.0,727.0,20020228_000000,691,691,-155.01636,47.5776,F001,1440000.0,99.93456,550.3104,0.89236,0.17984,0.0,822.05336,7.82329,59.64566,59,,
866,2024,-999.0,-999.0,-999.0,20020316_000000,693,1179,-153.20736,37.9949,F001,1440000.0,107.17055,511.97959,0.97371,0.68807,0.0,753.38177,4.67035,86.23315,75,2002-03-16,18 days
867,2027,-999.0,-999.0,-999.0,20020319_000000,2003,310,-143.51648,34.98168,O001,1440000.0,145.93407,499.92674,,,,833.31279,,70.98047,78,,
868,2030,-999.0,-999.0,-999.0,20020322_000000,1514,178,-129.3377,26.76374,F001,1440000.0,202.64921,467.05497,,,,753.53577,,65.85875,81,,
869,2032,275.0,384.0,542.0,20020324_000000,694,694,-153.8065,34.97669,F001,1440000.0,104.77401,499.90678,0.84134,0.20312,0.0,725.6427,16.24996,73.68379,83,,
870,2035,301.0,396.0,627.0,20020327_000000,695,695,-147.03656,48.93639,F001,1440000.0,131.85375,555.74554,0.79992,0.19192,0.0,600.74719,23.87806,105.04955,86,,
872,2038,1211.0,2085.0,2193.0,20020330_000000,696,696,-153.30325,28.63413,F001,1440000.0,106.78701,474.5365,0.83497,0.6782,0.0,948.94538,21.44315,83.81811,89,,
875,2052,2841.0,4136.0,4091.0,20021214_000000,700,700,-131.38072,38.78186,F001,1440000.0,194.47711,515.12744,0.82999,0.60383,0.0,909.82455,20.33269,100.43082,348,,
876,2053,1587.0,2190.0,1761.0,20021215_000000,701,701,-144.84263,35.12033,F001,1440000.0,140.62949,500.48133,0.83823,0.63744,0.0,848.49439,23.51394,127.08769,349,,
877,2055,-999.0,-999.0,-999.0,20021217_000000,1515,179,-126.41904,33.11852,F001,1440000.0,214.32383,492.47409,,,,796.28177,,117.00929,351,,
879,2064,-999.0,-999.0,-999.0,20021226_000000,2008,315,-151.31425,34.6986,O001,1440000.0,114.74299,498.79439,,,,767.33528,,90.17214,360,,
880,2066,-999.0,-999.0,-999.0,20021228_000000,1516,180,-138.90387,38.15925,F001,1440000.0,164.38451,512.63702,,,,639.74315,,75.92022,362,,
881,2067,1954.0,2458.0,2377.0,20021229_000000,705,705,-148.10929,43.35759,F001,1440000.0,127.56285,533.43034,0.82487,0.63059,0.0,989.21747,25.56936,108.37499,363,,
882,2068,1567.0,2999.0,2491.0,20021230_000000,706,706,-136.15497,38.19718,F001,1440000.0,175.38014,512.78871,0.86716,0.65789,0.0,791.46742,17.27898,118.31684,364,,
883,2069,-999.0,-999.0,-999.0,20021231_000000,1517,181,-131.66738,38.3201,F001,1440000.0,193.33047,513.2804,,,,792.81639,,70.5118,365,,
884,2070,2085.0,2855.0,2603.0,20030101_000000,707,707,-143.23696,37.50752,F001,1440000.0,147.05215,510.03006,0.92409,0.64658,0.0,965.65752,9.68578,137.52407,1,,
885,2071,1320.0,2262.0,2408.0,20030102_000000,708,708,-131.55448,38.69283,F001,1440000.0,193.78207,514.77131,0.88283,0.5473,0.0,810.91793,13.43349,117.30933,2,,
887,2075,3114.0,3651.0,3953.0,20030106_000000,710,1209,-134.78248,40.91036,F001,1440000.0,180.8701,523.64146,0.91567,0.56668,0.0,935.32666,11.14334,151.59701,6,2003-01-06,10 days
888,2076,-999.0,-999.0,-999.0,20030107_000000,711,711,-132.73584,40.78841,F001,1440000.0,189.05665,523.15365,0.7944,0.19279,0.0,699.9788,27.23721,87.49892,7,,
889,2077,716.0,-999.0,1225.0,20030108_000000,712,712,-152.04887,43.02953,F001,1440000.0,111.80454,532.1181,0.84156,0.74118,0.0,891.22196,27.39458,94.36488,8,,
891,2082,-999.0,-999.0,-999.0,20030113_000000,2012,319,-128.34317,34.47694,O001,1440000.0,206.62731,497.90775,,,,568.70215,,59.66064,13,,
892,2083,1550.0,2184.0,1821.0,20030114_000000,713,713,-151.81086,31.95118,F001,1440000.0,112.75658,487.8047,0.91836,0.7095,0.0,913.78614,10.89507,72.14979,14,,
893,2085,1879.0,2947.0,3023.0,20030116_000000,715,715,-142.49069,32.3072,F001,1440000.0,150.03726,489.22882,0.90998,0.41505,0.0,833.29815,11.16665,155.31748,16,,
896,2091,1595.0,2828.0,3006.0,20030122_000000,720,720,-134.36103,35.39342,F001,1440000.0,182.55587,501.57367,0.97251,0.61756,0.0,872.47918,4.84639,131.35739,22,,
897,2092,1292.0,2026.0,1982.0,20030123_000000,721,1223,-152.99458,31.55938,F001,1440000.0,108.02168,486.23752,0.82648,0.44111,0.0,1121.06704,19.24887,67.97083,23,2003-01-23,4 days
898,2094,3750.0,4843.0,4410.0,20030125_000000,722,722,-148.72087,30.39173,F001,1440000.0,125.11654,481.56692,0.92631,0.917,0.0,985.16859,8.90297,131.0624,25,,
899,2095,2708.0,3563.0,3005.0,20030126_000000,723,723,-138.16368,40.86917,F001,1440000.0,167.34529,523.47668,0.82152,0.64559,0.0,928.48674,19.26773,121.41987,26,,
900,2096,1313.0,-999.0,1694.0,20030127_000000,724,1226,-154.92056,38.16205,F001,1440000.0,100.31774,512.6482,0.99383,0.93533,0.0,902.84095,2.76293,70.56257,27,2003-01-27,4 days
901,2099,2071.0,2830.0,2802.0,20030130_000000,727,727,-142.27837,40.43075,F001,1440000.0,150.88651,521.72301,0.84923,0.44962,0.0,886.99375,16.67993,104.2873,30,,
902,2103,1098.0,1519.0,1972.0,20030203_000000,728,1230,-151.6852,42.32857,F001,1440000.0,113.25918,529.31427,0.89583,0.51745,0.0,714.45232,13.02984,92.75765,34,2003-02-03,5 days
903,2104,1086.0,2272.0,2070.0,20030204_000000,729,729,-150.70157,39.15178,F001,1440000.0,117.1937,516.60712,0.83449,0.63531,0.0,671.14758,24.11845,113.39569,35,,
905,2106,-999.0,1796.0,-999.0,20030206_000000,730,730,-155.6522,32.05419,F001,1440000.0,97.39119,488.21677,0.89423,0.83549,0.0,782.83768,12.98812,57.758,37,,
906,2107,2061.0,2639.0,2977.0,20030207_000000,731,1234,-148.91779,38.4589,F001,1440000.0,124.32883,513.83558,0.98497,0.77454,0.0,953.44685,3.56864,111.04618,38,2003-02-07,4 days
907,2110,-999.0,-999.0,-999.0,20030210_000000,2014,321,-155.02996,41.01099,O001,1440000.0,99.88016,524.04394,,,,592.94322,,77.69611,41,,
908,2113,-999.0,-999.0,-999.0,20030213_000000,2015,322,-115.44401,25.69051,O001,1440000.0,258.22395,462.76205,,,,700.50594,,58.32476,44,,
909,2115,-999.0,-999.0,-999.0,20030215_000000,2016,323,-130.52311,37.42017,O001,1440000.0,197.90756,509.68067,,,,585.82269,,58.12165,46,,
910,2118,-999.0,-999.0,-999.0,20030218_000000,1518,182,-146.74818,39.37063,F001,1440000.0,133.00726,517.48251,,,,747.66096,,102.92138,49,,
911,2124,-999.0,-999.0,-999.0,20030224_000000,1519,1239,-153.02753,42.40294,F001,1440000.0,107.88989,529.61175,,,,748.24082,,67.4138,55,2003-02-24,17 days
913,2136,-999.0,-999.0,-999.0,20030308_000000,1520,184,-143.71128,37.46044,F001,1440000.0,145.15488,509.84175,,,,688.54944,,60.70895,67,,
914,2137,-999.0,-999.0,-999.0,20030309_000000,2019,326,-132.21916,39.68669,O001,1440000.0,191.12338,518.74675,,,,618.68053,,62.04268,68,,
915,2140,2597.0,3092.0,3284.0,20030312_000000,732,732,-146.29866,33.67891,F001,1440000.0,134.80534,494.71565,0.9179,0.80276,0.0,926.8488,10.0599,110.05441,71,,
916,2141,2349.0,2780.0,3065.0,20030313_000000,733,733,-130.24992,41.10615,F001,1440000.0,199.00034,524.4246,0.79744,0.49599,0.0,833.50567,22.23483,129.42855,72,,
917,2143,1961.0,2829.0,3035.0,20030315_000000,734,1246,-127.47585,30.28947,F001,1440000.0,210.09661,481.15789,0.84542,0.45411,0.0,752.15437,21.63184,89.14846,74,2003-03-15,17 days
918,2144,-999.0,-999.0,-999.0,20030316_000000,1521,185,-122.41864,30.33727,F001,1440000.0,230.32545,481.34909,,,,731.43938,,58.51988,75,,
919,2148,-999.0,-999.0,-999.0,20030320_000000,2020,327,-153.49081,40.06662,O001,1440000.0,106.03675,520.26646,,,,853.71461,,60.13443,79,,
920,2149,1536.0,2382.0,2142.0,20030321_000000,735,735,-140.21472,39.91924,F001,1440000.0,159.14111,519.67697,0.85579,0.50346,0.0,888.34649,18.78932,82.50693,80,,
921,2151,-999.0,-999.0,-999.0,20030323_000000,1524,1252,-147.30596,33.74909,F001,1440000.0,130.77616,494.99636,,,,771.05866,,69.61506,82,2003-03-23,4 days
922,2156,1469.0,2246.0,2569.0,20030328_000000,739,739,-141.69447,39.30775,F001,1440000.0,153.22212,517.23101,0.80665,0.3545,0.0,822.60615,22.76744,113.8379,87,,
924,2167,-999.0,-999.0,-999.0,20031209_000000,2022,329,-132.15518,38.91119,O001,1440000.0,191.37927,515.64475,,,,706.01402,,59.09668,343,,
925,2168,-999.0,-999.0,-999.0,20031210_000000,1525,1259,-151.66812,43.67787,F001,1440000.0,113.32752,534.7115,,,,776.49477,,73.6808,344,2003-12-10,258 days
926,2171,1283.0,1755.0,1615.0,20031213_000000,742,742,-140.37937,37.7934,F001,1440000.0,158.48251,511.1736,0.95208,0.79506,0.0,821.79839,7.45433,103.39305,347,,
927,2172,-999.0,-999.0,-999.0,20031214_000000,2023,330,-129.35447,37.25776,O001,1440000.0,202.58212,509.03102,,,,723.66299,,66.20271,348,,
928,2173,1386.0,2260.0,1487.0,20031215_000000,743,743,-149.11555,44.07189,F001,1440000.0,123.5378,536.28758,0.91704,0.81062,0.0,1201.14687,10.93019,115.03014,349,,
931,2178,-999.0,-999.0,-999.0,20031220_000000,1526,1267,-153.11511,34.58404,F001,1440000.0,107.53957,498.33617,,,,770.50377,,65.41395,354,2003-12-20,4 days
932,2179,1897.0,2192.0,2524.0,20031221_000000,745,745,-148.0986,35.18885,F001,1440000.0,127.60562,500.75541,0.85346,0.68357,0.0,893.62623,18.49504,80.44455,355,,
933,2180,-999.0,-999.0,-999.0,20031222_000000,746,746,-135.91036,42.93316,F001,1440000.0,176.35855,531.73264,,,,734.81828,,72.60929,356,,
934,2182,1295.0,2059.0,2024.0,20031224_000000,747,747,-130.35741,36.91376,F001,1440000.0,198.57036,507.65505,0.8361,0.64629,0.0,716.61574,22.88752,93.02498,358,,
935,2185,593.0,1090.0,814.0,20031227_000000,748,1271,-153.88225,38.15697,F001,1440000.0,104.47101,512.62789,0.80648,0.64679,0.0,886.39735,19.58368,94.12631,361,2003-12-27,7 days
936,2190,-999.0,-999.0,-999.0,20040101_000000,2025,332,-138.82916,36.90606,O001,1440000.0,164.68337,507.62425,,,,879.31512,,76.78283,1,,
937,2191,-999.0,-999.0,-999.0,20040102_000000,750,1274,-158.4085,29.48336,F001,1440000.0,86.36599,477.93346,0.89036,0.67391,0.0,809.23302,11.1851,60.02063,2,2004-01-02,5 days
939,2195,904.0,1557.0,2069.0,20040106_000000,752,752,-137.35414,35.90515,F001,1440000.0,170.58346,503.6206,0.94379,0.5851,0.0,872.90968,8.2701,101.784,6,,
940,2196,-999.0,-999.0,-999.0,20040107_000000,1527,1278,-151.09918,32.2339,F001,1440000.0,115.60327,488.93558,,,,738.62488,,80.12442,7,2004-01-07,4 days
941,2197,-999.0,-999.0,-999.0,20040108_000000,2027,334,-145.88508,27.76201,O001,1440000.0,136.45969,471.04803,,,,747.2448,,60.0293,8,,
942,2198,1115.0,1840.0,1733.0,20040109_000000,753,753,-129.18062,37.37541,F001,1440000.0,203.27754,509.50164,1.0,0.72368,0.0,718.80268,1.51393,102.39751,9,,
943,2201,1772.0,1890.0,2808.0,20040112_000000,754,754,-150.64259,31.08489,F001,1440000.0,117.42963,484.33957,0.9307,0.81746,0.0,910.19811,9.66662,86.43619,12,,
944,2202,2107.0,2912.0,3099.0,20040113_000000,755,755,-137.77485,33.23791,F001,1440000.0,168.9006,492.95165,0.80232,0.14114,0.0,706.44991,14.34389,166.73926,13,,
945,2203,1355.0,2177.0,1423.0,20040114_000000,756,756,-130.19043,44.28283,F001,1440000.0,199.23827,537.13133,0.96338,0.85163,0.0,777.48158,5.92222,98.99326,14,,
946,2204,2677.0,3584.0,4632.0,20040115_000000,757,757,-149.95131,31.91749,F001,1440000.0,120.19477,487.66995,0.9734,0.80441,0.0,1260.43174,4.95673,119.8351,15,,
947,2205,1192.0,2219.0,2787.0,20040116_000000,758,758,-135.15689,42.7835,F001,1440000.0,179.37243,531.13401,0.83123,0.49482,0.0,909.94726,25.03328,138.15187,16,,
948,2208,2242.0,2416.0,2769.0,20040119_000000,759,1287,-149.57531,37.26125,F001,1440000.0,121.69875,509.04502,0.91126,0.86838,0.0,913.21117,11.71966,122.98304,19,2004-01-19,9 days
949,2212,-999.0,-999.0,-999.0,20040123_000000,1528,192,-157.40092,33.73448,F001,1440000.0,90.39632,494.93793,,,,1044.33588,,118.66323,23,,
950,2214,-999.0,-999.0,-999.0,20040125_000000,1529,1290,-153.8062,46.83856,F001,1440000.0,104.7752,547.35422,,,,655.70115,,83.17912,25,2004-01-25,4 days
951,2217,1687.0,2080.0,2863.0,20040128_000000,761,761,-151.51523,45.53755,F001,1440000.0,113.93909,542.15021,0.79674,0.39567,0.0,1010.546,21.26132,130.93157,28,,
952,2218,1629.0,1933.0,2169.0,20040129_000000,762,762,-137.56762,43.12232,F001,1440000.0,169.72951,532.48926,0.90341,0.7165,0.0,735.57944,12.70887,142.6086,29,,
953,2220,538.0,1254.0,949.0,20040131_000000,763,1294,-147.98156,36.39741,F001,1440000.0,128.07376,505.58962,0.8773,0.48405,0.0,914.53426,15.68567,92.63466,31,2004-01-31,4 days
954,2222,-999.0,-999.0,-999.0,20040202_000000,1530,194,-136.75608,38.64856,F001,1440000.0,172.97568,514.59422,,,,658.69072,,65.59495,33,,
955,2224,1328.0,1830.0,1764.0,20040204_000000,766,766,-154.01508,39.30227,F001,1440000.0,103.93967,517.20909,0.94618,0.91093,0.0,731.03687,5.64361,61.66069,35,,
956,2225,1292.0,1955.0,1668.0,20040205_000000,767,767,-137.72784,44.49344,F001,1440000.0,169.08862,537.97374,0.83381,0.68657,0.0,610.65301,23.78936,68.92996,36,,
957,2227,-999.0,-999.0,-999.0,20040207_000000,2030,1300,-155.89797,46.40438,O001,1440000.0,96.40812,545.61752,,,,701.27135,,61.99009,38,2004-02-07,4 days
958,2231,1091.0,1883.0,1709.0,20040211_000000,771,771,-138.18579,43.83612,F001,1440000.0,167.25685,535.34447,0.89025,0.47607,0.0,724.64866,13.7958,128.32247,42,,
959,2232,197.0,1096.0,801.0,20040212_000000,772,772,-150.16769,33.10588,F001,1440000.0,119.32925,492.4235,0.91349,0.32764,0.0,674.95544,10.91931,82.69162,43,,
960,2238,-999.0,-999.0,-999.0,20040218_000000,776,776,-126.1991,38.28413,F001,1440000.0,215.20359,513.13653,,,,686.52393,,86.15808,49,,
961,2239,1274.0,1564.0,1455.0,20040219_000000,777,777,-151.41576,31.44319,F001,1440000.0,114.33695,485.77275,0.94555,0.74671,0.0,871.53618,7.38137,89.76858,50,,
962,2240,340.0,366.0,1029.0,20040220_000000,778,778,-154.13111,40.58798,F001,1440000.0,103.47557,522.35191,0.90826,0.67486,0.0,779.32011,6.81044,67.76676,51,,
963,2241,902.0,1274.0,2285.0,20040221_000000,779,1313,-153.25329,32.59898,F001,1440000.0,106.98684,490.39593,0.84014,0.4274,0.0,629.58359,22.6574,66.35638,52,2004-02-21,4 days
964,2243,674.0,1225.0,1218.0,20040223_000000,780,780,-151.39923,34.3536,F001,1440000.0,114.40306,497.4144,0.92503,0.74449,0.0,815.09126,10.06796,68.63162,54,,
965,2245,-999.0,-999.0,-999.0,20040225_000000,2031,338,-134.25874,33.55971,O001,1440000.0,182.96505,494.23883,,,,763.84269,,76.0231,56,,
